School_code,AgeID,School_name,Town_suburb,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,ICSEA_value,Level_of_schooling,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,School_gender,Latitude,Longitude
8580,55109,Cranebrook High School,Cranebrook,2749,4729 0777,cranebrook-h.school@det.nsw.edu.au,https://cranebrook-h.schools.nsw.gov.au,4729 1384,777.4,21,14,909,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.721662,150.709812
4504,50790,Crawford Public School,Doonside ,2767,9621 7988,crawford-p.school@det.nsw.edu.au,https://crawford-p.schools.nsw.gov.au,9831 1520,447,21,54,910,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.75479,150.868825
1681,49614,Crescent Head Public School,Crescent Head ,2440,6566 0255,crescenthd-p.school@det.nsw.edu.au,https://crescenthd-p.schools.nsw.gov.au,6566 0617,185,19,7,959,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.188089,152.970345
8552,47855,Crestwood High School,Baulkham Hills ,2153,9639 7422,crestwood-h.school@det.nsw.edu.au,https://crestwood-h.schools.nsw.gov.au,9686 3462,1011.3,1,51,1086,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.743607,150.975672
4441,47856,Crestwood Public School,Baulkham Hills ,2153,9624 3950,crestwood-p.school@det.nsw.edu.au,https://crestwood-p.schools.nsw.gov.au,9838 8423,706,np,62,1132,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.749141,150.972197
4037,49950,Cringila Public School,Cringila ,2502,4274 1768,cringila-p.school@det.nsw.edu.au,https://cringila-p.schools.nsw.gov.au,4276 2841,142,np,81,916,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.471975,150.86987
5407,56209,Cromehurst School,Lindfield ,2070,9416 9281,cromehurst-s.school@det.nsw.edu.au,https://cromehurst-s.schools.nsw.gov.au,9416 1393,60,0,58,1107,Schools for Specific Purposes,Not Selective,N,Comprehensive,Medium / High Support needs,,Coed,-33.773952,151.172207
4241,47702,Cromer Public School,Cromer ,2099,9971 0499,cromer-p.school@det.nsw.edu.au,https://cromer-p.schools.nsw.gov.au,9971 4635,558,1,14,1084,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.738009,151.274661
8261,48657,Cronulla High School,Cronulla ,2230,9523 4017,cronulla-h.school@det.nsw.edu.au,https://cronulla-h.schools.nsw.gov.au,9523 0909,1286.8,3,16,1049,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-34.038439,151.159056
1682,48656,Cronulla Public School,Cronulla ,2230,9523 5098,cronulla-p.school@det.nsw.edu.au,https://cronulla-p.schools.nsw.gov.au,9523 0931,479,2,22,1058,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.054077,151.14773
3668,44401,Cronulla South Public School,Cronulla ,2230,9523 5649,cronullas-p.school@det.nsw.edu.au,https://cronullas-p.schools.nsw.gov.au,9544 1373,251,np,26,1081,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.06611,151.154201
8452,46388,Crookwell High School,CROOKWELL,2583,4832 1421,crookwell-h.school@det.nsw.edu.au,https://crookwell-h.schools.nsw.gov.au,4832 1966,213,7,np,951,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-34.452754,149.466967
1684,50281,Crookwell Public School,Crookwell ,2583,4832 1213,crookwell-p.school@det.nsw.edu.au,https://crookwell-p.schools.nsw.gov.au,4832 1353,184,5,5,971,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.459938,149.469806
3717,49517,Croppa Creek Public School,Croppa Creek ,2411,6754 5215,croppacrk-p.school@det.nsw.edu.au,https://croppacrk-p.schools.nsw.gov.au,6754 5213,14,np,0,950,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-29.125234,150.309397
1685,49631,Crossmaglen Public School,Bonville,2450,02 6653 4295,crossmagle-p.school@det.nsw.edu.au,https://crossmagle-p.schools.nsw.gov.au,,49,np,13,1016,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.365945,152.981586
3935,45326,Crown Street Public School,Surry Hills ,2010,9360 4187,crownst-p.school@det.nsw.edu.au,https://crownst-p.schools.nsw.gov.au,9360 9623,322,np,54,1112,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.882253,151.21522
7412,47778,Croydon Park Public School,Croydon Park,2133,9797 9753,croydonpk-p.school@det.nsw.edu.au,https://croydonpk-p.schools.nsw.gov.au,9716 7660,398,np,72,1066,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.894695,151.108395
7411,47777,Croydon Public School,Croydon ,2132,9747 3557,croydon-p.school@det.nsw.edu.au,https://croydon-p.schools.nsw.gov.au,9744 3929,624,1,66,1117,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.879793,151.114887
1690,56195,Crystal Creek Public School,CRYSTAL CREEK,2484,6679 1223,crystalcrk-p.school@det.nsw.edu.au,https://crystalcrk-p.schools.nsw.gov.au,6679 1539,71,8,0,940,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.31214,153.32596
1695,51087,Cudal Public School,Cudal ,2864,6364 2101,cudal-p.school@det.nsw.edu.au,https://cudal-p.schools.nsw.gov.au,6364 2246,72,np,0,997,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.287099,148.740307
4555,51080,Cudgegong Valley Public School,Mudgee ,2850,6372 3466,cudgegongv-p.school@det.nsw.edu.au,https://cudgegongv-p.schools.nsw.gov.au,6372 6314,591,18,4,947,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,Coed,-32.606539,149.583789
1696,49925,Cudgen Public School,CUDGEN,2487,6674 2823,cudgen-p.school@det.nsw.edu.au,https://cudgen-p.schools.nsw.gov.au,,167,27,10,965,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.262592,153.555416
4485,50070,Culburra Public School,Culburra Beach ,2540,4447 2010,culburra-p.school@det.nsw.edu.au,https://culburra-p.schools.nsw.gov.au,4447 3651,174,23,5,939,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.933198,150.762286
1698,50514,Culcairn Public School,CULCAIRN,2660,6029 8385,culcairn-p.school@det.nsw.edu.au,https://culcairn-p.schools.nsw.gov.au,6029 8807,110,15,np,943,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.668284,147.039992
1700,50961,Cullen Bullen Public School,Cullen Bullen ,2790,6359 0543,cullenbull-p.school@det.nsw.edu.au,https://cullenbull-p.schools.nsw.gov.au,6359 0547,13,62,np,804,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.299877,150.032317
8905,47754,Cumberland High School,CARLINGFORD,2118,9871 7718,cumberland-h.school@det.nsw.edu.au,https://cumberland-h.schools.nsw.gov.au,9872 5381,854.2,1,75,1051,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.785205,151.036898
1707,51091,Cumnock Public School,Cumnock,2867,6367 7207,cumnock-p.school@det.nsw.edu.au,https://cumnock-p.schools.nsw.gov.au,6367 7404,48,13,0,959,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.931277,148.749492
1708,57412,Cundletown Public School,CUNDLETOWN,2430,6553 9911,cundletown-p.school@det.nsw.edu.au,https://cundletown-p.schools.nsw.gov.au,6553 9055,308,22,np,929,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.899733,152.522008
3925,45799,Curl Curl North Public School,North Curl Curl ,2099,9905 1757,curlcurln-p.school@det.nsw.edu.au,https://curlcurln-p.schools.nsw.gov.au,9905 6895,733,np,24,1116,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.764639,151.289314
1712,49484,Curlewis Public School,Curlewis ,2381,6744 1239,curlewis-p.school@det.nsw.edu.au,https://curlewis-p.schools.nsw.gov.au,6744 1213,77,58,np,828,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.117149,150.263304
1714,49361,Currabubula Public School,Currabubula ,2342,6768 9010,currabubul-p.school@det.nsw.edu.au,https://currabubul-p.schools.nsw.gov.au,6768 9014,30,np,0,940,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.262787,150.735709
4460,50211,Curran Public School,Macquarie Fields ,2564,9605 4534,curran-p.school@det.nsw.edu.au,https://curran-p.schools.nsw.gov.au,9829 3973,264,23,48,884,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.993145,150.899426
4625,56627,Currans Hill Public School,Currans Hill ,2567,4648 5910,curranshil-p.school@det.nsw.edu.au,https://curranshil-p.schools.nsw.gov.au,4648 5913,508,9,26,979,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.04785,150.769197
7413,45322,Daceyville Public School,Daceyville ,2032,9349 1211,daceyville-p.school@det.nsw.edu.au,https://daceyville-p.schools.nsw.gov.au,9349 3957,192,9,49,1043,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.929548,151.227984
4634,58071,Dalmeny Public School,Prestons ,2170,9826 9033,dalmeny-p.school@det.nsw.edu.au,https://dalmeny-p.schools.nsw.gov.au,9826 7433,853,3,73,1010,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.947297,150.871393
1723,50274,Dalton Public School,Dalton ,2581,4845 6210,dalton-p.school@det.nsw.edu.au,https://dalton-p.schools.nsw.gov.au,4845 6203,5,np,0,862,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.720369,149.17882
8204,50035,Dapto High School,Dapto ,2530,4261 1416,dapto-h.school@det.nsw.edu.au,https://dapto-h.schools.nsw.gov.au,4261 2584,968.4,9,11,962,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-34.499054,150.785868
1727,50036,Dapto Public School,HORSLEY,2530,4261 2247,dapto-p.school@det.nsw.edu.au,https://dapto-p.schools.nsw.gov.au,4262 2038,750,9,13,990,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.494679,150.776781
4222,47803,Darcy Road Public School,WENTWORTHVILLE,2145,9631 3067,darcyroad-p.school@det.nsw.edu.au,https://darcyroad-p.schools.nsw.gov.au,9896 3372,675,np,96,1126,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.801954,150.96599
1732,50643,Dareton Public School,Dareton ,2717,03 5027 4586,dareton-p.school@det.nsw.edu.au,https://dareton-p.schools.nsw.gov.au,03 5027 4680,60,97,np,622,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.091148,142.040358
7414,45327,Darlinghurst Public School,Potts Point ,2011,9331 4295,darlinghur-p.school@det.nsw.edu.au,https://darlinghur-p.schools.nsw.gov.au,9361 5389,281,2,39,1149,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.878599,151.223432
1736,50619,Darlington Point Public School,DARLINGTON POINT,2706,6968 4114,darlingtpt-p.school@det.nsw.edu.au,https://darlingtpt-p.schools.nsw.gov.au,6968 4269,77,44,np,846,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.572807,145.993878
1735,45323,Darlington Public School,Chippendale ,2008,9516 2300,darlington-p.school@det.nsw.edu.au,https://darlington-p.schools.nsw.gov.au,9550 4587,137,20,35,1058,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.892638,151.18939
8479,47681,Davidson High School,Frenchs Forest ,2086,9451 0022,davidson-h.school@det.nsw.edu.au,https://davidson-h.schools.nsw.gov.au,9975 3560,855.8,np,17,1082,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.74468,151.205465
4446,50799,Dawson Public School,Dharruk ,2770,9625 9031,dawson-p.school@det.nsw.edu.au,https://dawson-p.schools.nsw.gov.au,9832 1332,290,17,47,903,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.745369,150.816017
1744,47703,Dee Why Public School,Dee Why ,2099,9971 8635,deewhy-p.school@det.nsw.edu.au,https://deewhy-p.schools.nsw.gov.au,9971 5516,570,np,62,1023,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.749025,151.285209
1742,49423,Deepwater Public School,Deepwater ,2371,6734 5395,deepwater-p.school@det.nsw.edu.au,https://deepwater-p.schools.nsw.gov.au,6734 5407,19,np,np,925,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-29.442908,151.848086
1745,50437,Delegate Public School,Delegate ,2633,6458 8183,delegate-p.school@det.nsw.edu.au,https://delegate-p.schools.nsw.gov.au,6458 8260,35,17,0,975,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-37.041739,148.937215
1747,49507,Delungra Public School,Delungra ,2403,6724 8407,delungra-p.school@det.nsw.edu.au,https://delungra-p.schools.nsw.gov.au,6724 8321,23,39,np,851,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-29.650936,150.830977
4672,87907,Denham Court Public School,Denham Court,2565,02 8777 3222,denhamcourt-p.school@det.nsw.edu.au,https://denhamcourt-p.schools.nsw.gov.au,,846,1,80,1075,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.9825,150.8154
8218,50623,Deniliquin High School,Deniliquin ,2710,03 5881 1211,deniliquin-h.school@det.nsw.edu.au,https://deniliquin-h.schools.nsw.gov.au,03 5881 5115,495.2,10,2,944,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-35.53627,144.961269
4281,50624,Deniliquin North Public School,Deniliquin ,2710,03 5881 1042,deniliquin-p.school@det.nsw.edu.au,https://deniliquin-p.schools.nsw.gov.au,03 5881 5086,173,9,6,986,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.525164,144.981664
4112,50625,Deniliquin South Public School,Deniliquin ,2710,03 5881 2045,deniliqsth-p.school@det.nsw.edu.au,https://deniliqsth-p.schools.nsw.gov.au,03 5881 5079,212,15,4,951,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-35.537609,144.955826
8103,50974,"Denison College of Secondary Education, Bathurst High Campus",Bathurst ,2795,6331 3755,bathurst-h.school@det.nsw.edu.au,https://bathurst-h.schools.nsw.gov.au,6332 2302,959.2,15,7,960,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.413383,149.569679
8517,16223,"Denison College of Secondary Education, Kelso High Campus",Kelso,2795,6331 4544,kelso-h.school@det.nsw.edu.au,https://kelso-h.schools.nsw.gov.au,6332 1678,831,17,4,936,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-33.410541,149.61444
3862,47740,Denistone East Public School,Eastwood ,2122,9874 6678,denistonee-p.school@det.nsw.edu.au,https://denistonee-p.schools.nsw.gov.au,9858 5300,765,0,85,1139,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.7943,151.096571
1749,49309,Denman Public School,Denman ,2328,6547 2491,denman-p.school@det.nsw.edu.au,https://denman-p.schools.nsw.gov.au,6547 2603,162,16,np,938,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.385734,150.686009
3873,47598,Dobroyd Point Public School,Haberfield,2045,9797 8249,dobroydpt-p.school@det.nsw.edu.au,https://dobroydpt-p.schools.nsw.gov.au,,173,np,28,1167,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.874416,151.140692
8399,46397,Doonside High School,Doonside ,2767,9622 2463,doonside-h.school@det.nsw.edu.au,https://doonside-h.schools.nsw.gov.au,9831 5951,683.4,17,47,903,Secondary School,Not Selective,N,Technology,Year 7 to Year 12,,Coed,-33.754708,150.874186
1760,50791,Doonside Public School,DOONSIDE,2767,9622 3575,doonside-p.school@det.nsw.edu.au,https://doonside-p.schools.nsw.gov.au,9831 8019,274,19,80,910,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.764557,150.870497
1762,48734,Dora Creek Public School,Dora Creek ,2264,4973 1261,doracreek-p.school@det.nsw.edu.au,https://doracreek-p.schools.nsw.gov.au,4970 5718,116,9,7,954,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.07902,151.499217
5454,56225,Dorchester School,Campbelltown ,2560,46215402,dorchester-s.school@det.nsw.edu.au,https://dorchester-s.schools.nsw.gov.au,4621 5479,28,50,np,869,Schools for Specific Purposes,Not Selective,N,Comprehensive,Juvenile Justice establishment,,Coed,-34.088474,150.826331
8453,49671,Dorrigo High School,Dorrigo ,2453,6657 2001,dorrigo-h.school@det.nsw.edu.au,https://dorrigo-h.schools.nsw.gov.au,6657 2281,112.8,5,11,969,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-30.339222,152.705492
7316,49672,Dorrigo Public School,Dorrigo ,2453,6657 2097,dorrigo-p.school@det.nsw.edu.au,https://dorrigo-p.schools.nsw.gov.au,6657 2430,88,11,np,939,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.343091,152.71033
5683,64081,Dorroughby Environmental Education Centre,Dorroughby ,2480,6689 5286,dorroughby-e.school@det.nsw.edu.au,https://dorroughby-e.schools.nsw.gov.au,6689 5042,,,,,Environmental Education Centre,Not Selective,N,Comprehensive,Environmental Education Centre (formerly Field Studies Centres),,Coed,-28.656556,153.35174
1768,46925,Double Bay Public School,Double Bay ,2028,9363 3456,doublebay-p.school@det.nsw.edu.au,https://doublebay-p.schools.nsw.gov.au,9327 8901,272,np,30,1148,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.874856,151.240894
1770,50218,Douglas Park Public School,Douglas Park ,2569,4632 7261,douglaspk-p.school@det.nsw.edu.au,https://douglaspk-p.schools.nsw.gov.au,4632 7440,115,6,15,990,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.179484,150.713038
1771,49736,Drake Public School,Drake,2469,6737 6677,drake-p.school@det.nsw.edu.au,https://drake-p.schools.nsw.gov.au,6737 6725,20,35,0,882,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.928798,152.374099
1058,49376,Drummond Memorial Public School,ARMIDALE,2350,6772 3736,drummondm-p.school@det.nsw.edu.au,https://drummondm-p.schools.nsw.gov.au,6771 2275,223,39,29,805,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.511469,151.650715
1774,47603,Drummoyne Public School,Drummoyne ,2047,9181 2636,drummoyne-p.school@det.nsw.edu.au,https://drummoyne-p.schools.nsw.gov.au,9719 8741,533,np,41,1140,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.856073,151.153035
8543,6451,Dubbo College Delroy Campus,Dubbo West,2830,6882 7955,delroy-h.school@det.nsw.edu.au,https://delroy-h.schools.nsw.gov.au,6881 8749,624,51,3,828,Secondary School,Not Selective,N,Junior College,Year 7 to Year 10,,Coed,-32.251619,148.582683
8110,57696,Dubbo College Senior Campus,Dubbo,2830,6882 4655,dubbo-h.school@det.nsw.edu.au,https://dubbo-h.schools.nsw.gov.au,6882 4332,506.8,32,7,933,Secondary School,Not Selective,N,Senior College,Year 11 to Year 12,,Coed,-32.233022,148.625549
8417,11042,Dubbo College South Campus,Dubbo ,2830,6882 3744,dubbosouth-h.school@det.nsw.edu.au,https://dubbosouth-h.schools.nsw.gov.au,6882 3213,717,41,4,889,Secondary School,Not Selective,N,Junior College,Year 7 to Year 10,,Coed,-32.270837,148.610687
1776,51040,Dubbo North Public School,Dubbo ,2830,6882 4689,dubbonorth-p.school@det.nsw.edu.au,https://dubbonorth-p.schools.nsw.gov.au,6884 3442,283,53,3,844,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.24168,148.615776
1775,51041,Dubbo Public School,Dubbo ,2830,6882 2399,dubbo-p.school@det.nsw.edu.au,https://dubbo-p.schools.nsw.gov.au,6884 3308,550,25,12,987,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.248749,148.60541
4587,55676,Dubbo School of Distance Education,Dubbo,2830,02 5804 7000,dubbo-d.school@det.nsw.edu.au,https://dubbo-d.schools.nsw.gov.au,02 6884 0777,207.6,27,2,930,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-32.242937,148.638967
1811,51043,Dubbo South Public School,,2830,6882 2529,dubbosouth-p.school@det.nsw.edu.au,https://dubbosouth-p.schools.nsw.gov.au,6882 4196,554,34,8,917,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.263126,148.609749
3591,51044,Dubbo West Public School,Dubbo ,2830,6882 3086,dubbowest-p.school@det.nsw.edu.au,https://dubbowest-p.schools.nsw.gov.au,6884 3439,404,61,6,792,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,Coed,-32.251915,148.588301
1778,44645,Dudley Public School,Dudley ,2290,4944 7203,dudley-p.school@det.nsw.edu.au,https://dudley-p.schools.nsw.gov.au,4942 6097,272,6,7,1105,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.989387,151.716816
8833,56198,Dulwich High School of Visual Arts and Design,Dulwich Hill ,2203,9560 7299,dulwich-h.school@det.nsw.edu.au,https://dulwich-h.schools.nsw.gov.au,9550 0929,891.2,4,42,1075,Secondary School,Not Selective,N,Visual Arts,Year 7 to Year 12,,Coed,-33.904038,151.144871
4496,45515,Dulwich Hill Public School,Dulwich Hill ,2203,9559 2699,dulwichhil-p.school@det.nsw.edu.au,https://dulwichhil-p.schools.nsw.gov.au,9559 5676,404,5,43,1109,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.906163,151.140287
4029,47747,Dundas Public School,Dundas,2117,9638 2813,dundas-p.school@det.nsw.edu.au,https://dundas-p.schools.nsw.gov.au,9638 0983,348,3,70,1075,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.804424,151.036399
1788,49673,Dundurrabin Public School,Dundurrabin,2453,6657 8133,dundurrabi-p.school@det.nsw.edu.au,https://dundurrabi-p.schools.nsw.gov.au,6657 8051,19,np,np,905,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-30.189493,152.542649
1789,51067,Dunedoo Central School,Dunedoo ,2844,6375 1489,dunedoo-c.school@det.nsw.edu.au,https://dunedoo-c.schools.nsw.gov.au,6375 1152,167,22,np,904,Central/Community School,Not Selective,N,Comprehensive,Kinder to Year 12,,Coed,-32.018308,149.392212
1791,49914,Dungay Public School,Dungay,2484,6672 2174,dungay-p.school@det.nsw.edu.au,https://dungay-p.schools.nsw.gov.au,6672 5967,76,np,np,985,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.289681,153.382374
8472,49518,Dungog High School,DUNGOG,2420,4992 3022,dungog-h.school@det.nsw.edu.au,https://dungog-h.schools.nsw.gov.au,4992 3125,565.8,15,2,937,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-32.396819,151.750417
1792,49519,Dungog Public School,Dungog ,2420,4992 1384,dungog-p.school@det.nsw.edu.au,https://dungog-p.schools.nsw.gov.au,4992 3150,205,24,np,917,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-32.405233,151.757709
1793,49345,Dungowan Public School,Dungowan,2340,6769 4259,dungowan-p.school@det.nsw.edu.au,https://dungowan-p.schools.nsw.gov.au,6769 4342,27,np,22,1009,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.220126,151.13269
1797,49795,Dunoon Public School,Dunoon ,2480,6689 5208,dunoon-p.school@det.nsw.edu.au,https://dunoon-p.schools.nsw.gov.au,6689 5350,88,np,8,1041,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.686735,153.315495
1799,48135,Dural Public School,Dural ,2158,9651 1164,dural-p.school@det.nsw.edu.au,https://dural-p.schools.nsw.gov.au,9651 4172,368,np,42,1112,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,Coed,-33.686057,151.026394
1801,49926,Duranbah Public School,Duranbah ,2487,6677 7221,duranbah-p.school@det.nsw.edu.au,https://duranbah-p.schools.nsw.gov.au,6677 7547,65,np,np,1060,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-28.289121,153.516888
1802,49368,Duri Public School,Duri ,2344,6768 0214,duri-p.school@det.nsw.edu.au,https://duri-p.schools.nsw.gov.au,6768 0209,31,35,0,903,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-31.221359,150.829939
4383,50292,E A Southee Public School,Cootamundra,2590,6942 1669,easouthee-p.school@det.nsw.edu.au,https://easouthee-p.schools.nsw.gov.au,6942 4190,94,31,0,879,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-34.64182,148.014878
8569,46506,Eagle Vale High School,Eagle Vale,2558,4626 5088,eaglevale-h.school@det.nsw.edu.au,https://eaglevale-h.schools.nsw.gov.au,4628 0408,508,9,46,897,Secondary School,Not Selective,N,Comprehensive,Year 7 to Year 12,,Coed,-34.039942,150.803543
1807,48589,Earlwood Public School,Earlwood ,2206,9789 5066,earlwood-p.school@det.nsw.edu.au,https://earlwood-p.schools.nsw.gov.au,9789 3479,638,np,80,1098,Primary School,Not Selective,Y,Comprehensive,Kinder to Year 6,,Coed,-33.928982,151.12238
8206,48615,East Hills Boys High School,Panania ,2213,9773 7806,easthillsb-h.school@det.nsw.edu.au,https://easthillsb-h.schools.nsw.gov.au,9792 3849,833,1,83,1008,Secondary School,Not Selective,N,Technology,Year 7 to Year 12,,Boys,-33.957229,150.994115
8187,48616,East Hills Girls Technology High School,Panania ,2213,9773 9160,easthillsg-h.school@det.nsw.edu.au,https://easthillsg-h.schools.nsw.gov.au,9792 3853,802,2,76,1016,Secondary School,Not Selective,N,Technology,Year 7 to Year 12,,Girls,-33.956866,150.992016
3924,48617,East Hills Public School,Panania ,2213,9773 8468,easthills-p.school@det.nsw.edu.au,https://easthills-p.schools.nsw.gov.au,9792 3948,172,np,74,972,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.957953,150.991975
1808,50788,Eastern Creek Public School,EASTERN CREEK,2766,9625 8112,easterncrk-p.school@det.nsw.edu.au,https://easterncrk-p.schools.nsw.gov.au,9832 2412,278,9,61,977,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.787013,150.852624
4516,45801,Eastlakes Public School,Eastlakes ,2018,9667 3659,eastlakes-p.school@det.nsw.edu.au,https://eastlakes-p.schools.nsw.gov.au,9667 4791,183,4,89,1027,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.928065,151.213836
4041,44927,Eastwood Heights Public School,Eastwood,2122,9876 4732,eastwoodht-p.school@det.nsw.edu.au,https://eastwoodht-p.schools.nsw.gov.au,9876 8945,472,2,70,1134,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.781914,151.095463
7416,47770,Eastwood Public School,Eastwood ,2122,9874 1600,eastwood-p.school@det.nsw.edu.au,https://eastwood-p.schools.nsw.gov.au,9804 7495,867,np,95,1121,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.792743,151.078474
1813,50740,Ebenezer Public School,EBENEZER,2756,4579 9282,ebenezer-p.school@det.nsw.edu.au,https://ebenezer-p.schools.nsw.gov.au,4579 9586,138,7,6,974,Primary School,Not Selective,N,Comprehensive,Kinder to Year 6,,Coed,-33.530917,150.876774
